organization_code,deployment_code,recording_code,recording_device_codes,recording_start_datetime,recording_end_datetime,recording_duration_secs,recording_interval_secs,recording_sample_rate_khz,recording_bit_depth,recording_channel,recording_n_channels,recording_filetypes,recording_timezone,recording_usable_start_datetime,recording_usable_end_datetime,recording_usable_min_frequency_khz,recording_usable_max_frequency_khz,recording_quality_code,recording_device_lost,recording_device_depth_m,recording_redacted,recording_json,recording_uri,recording_comments
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,SoundTrap_Recordings,"SoundTrap_6667,HTI_856154,HTI_856170",2023-03-11T21:30:00Z,2023-03-16T19:24:00Z,360,360,384,16,1,2,WAV,UTC,2023-03-11T21:30:00Z,2023-03-16T19:24:00Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_051,
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,SoundTrap_Recordings,"SoundTrap_7517,HTI_856164,HTI_856175",2023-03-11T21:54:00Z,2023-03-16T22:54:01Z,360,360,384,16,1,2,WAV,UTC,2023-03-11T21:54:00Z,2023-03-16T22:54:01Z,0.075,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_052,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SoundTrap_Recordings,"SoundTrap_6665,HTI_856139,HTI_856148",2023-03-11T22:18:00Z,2023-03-16T23:30:01Z,360,360,384,16,1,2,WAV,UTC,2023-03-11T22:18:00Z,2023-03-16T23:30:01Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_053,
SWFSC,SWFSC_HUM_20230316_ADRIFT_054,SoundTrap_Recordings,"SoundTrap_5984,HTI_856155,HTI_856166",2023-03-16T18:29:57Z,2023-03-18T16:59:48Z,1350,1350,384,16,1,2,WAV,UTC,2023-03-16T18:29:57Z,2023-03-18T16:59:48Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_054,
SWFSC,SWFSC_HUM_20230316_ADRIFT_055,SoundTrap_Recordings,"SoundTrap_8025,HTI_856161,HTI_856176",2023-03-16T18:29:57Z,2023-03-18T17:29:52Z,1350,1350,288,16,1,2,WAV,UTC,2023-03-16T18:29:57Z,2023-03-18T17:29:52Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_055,
SWFSC,SWFSC_HUM_20230316_ADRIFT_057,SoundTrap_Recordings,"SoundTrap_5992,HTI_856162,HTI_856168",2023-03-16T19:14:57Z,2023-03-18T16:59:48Z,1350,1350,384,16,1,2,WAV,UTC,2023-03-16T19:14:57Z,2023-03-18T16:59:48Z,1,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_057,
SWFSC,SWFSC_ORE_20230413_ADRIFT_058,SoundTrap_Recordings,"SoundTrap_5296,HTI_856163,HTI_856171",2023-04-13T07:49:55Z,2023-04-16T17:09:46Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-13T07:49:55Z,2023-04-16T17:09:46Z,1.5,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_058,
SWFSC,SWFSC_ORE_20230413_ADRIFT_059,SoundTrap_Recordings,"SoundTrap_5986,HTI_856159,HTI_856177",2023-04-13T06:15:12Z,2023-04-16T18:18:58Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-13T06:15:12Z,2023-04-16T18:18:58Z,0.1,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_059,
SWFSC,SWFSC_ORE_20230413_ADRIFT_060,SoundTrap_Recordings,"SoundTrap_5991,HTI_856136,HTI_856145",2023-04-13T06:58:22Z,2023-04-16T18:13:06Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-13T06:58:22Z,2023-04-16T18:13:06Z,0.075,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_060,
SWFSC,SWFSC_ORE_20230413_ADRIFT_061,SoundTrap_Recordings,"SoundTrap_5994,HTI_856138,HTI_856151",2023-04-13T05:14:02Z,2023-04-16T18:56:45Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-13T05:14:02Z,2023-04-16T18:56:45Z,0.73,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_061,
SWFSC,SWFSC_ORE_20230426_ADRIFT_062,SoundTrap_Recordings,"SoundTrap_5296,HTI_856163,HTI_856171",2023-04-26T03:37:21Z,2023-04-29T05:28:54Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-26T03:37:21Z,2023-04-29T05:28:54Z,0.25,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_062,
SWFSC,SWFSC_ORE_20230426_ADRIFT_063,SoundTrap_Recordings,"SoundTrap_5986,HTI_856159,HTI_856177",2023-04-26T03:03:33Z,2023-04-29T03:44:57Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-26T03:03:33Z,2023-04-29T03:44:57Z,0.25,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_063,
SWFSC,SWFSC_ORE_20230426_ADRIFT_064,SoundTrap_Recordings,"SoundTrap_5991,HTI_856136,HTI_856145",2023-04-26T02:06:08Z,2023-04-29T07:20:35Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-26T02:06:08Z,2023-04-29T07:20:35Z,0.7,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_064,
SWFSC,SWFSC_ORE_20230426_ADRIFT_065,SoundTrap_Recordings,"SoundTrap_5994,HTI_856138,HTI_856151",2023-04-26T02:59:55Z,2023-04-29T06:47:58Z,1350,1350,384,16,1,2,WAV,UTC,2023-04-26T02:59:55Z,2023-04-29T06:47:58Z,1,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_065,
SWFSC,SWFSC_SFB_20230508_ADRIFT_067,SoundTrap_Recordings,"SoundTrap_6668,HTI_856158,HTI_856172",2023-05-08T04:18:02Z,2023-05-12T01:36:03Z,360,360,384,16,1,2,WAV,UTC,2023-05-08T04:18:02Z,2023-05-12T01:36:03Z,0.05,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_067,
SWFSC,SWFSC_HUM_20230507_ADRIFT_068,SoundTrap_Recordings,"SoundTrap_5992,HTI_856155,HTI_856166",2023-05-07T00:29:57Z,2023-05-09T16:14:48Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-07T00:29:57Z,2023-05-09T16:14:48Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_068,
SWFSC,SWFSC_HUM_20230507_ADRIFT_070,SoundTrap_Recordings,"SoundTrap_5984,HTI_856156,HTI_856167",2023-05-07T00:52:27Z,2023-05-09T17:44:46Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-07T00:52:27Z,2023-05-09T17:44:46Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_070,
SWFSC,SWFSC_HUM_20230507_ADRIFT_071,SoundTrap_Recordings,"SoundTrap_8025,HTI_856162,HTI_856168",2023-05-07T00:59:58Z,2023-05-09T17:59:47Z,1350,1350,288,16,1,2,WAV,UTC,2023-05-07T00:59:58Z,2023-05-09T17:59:47Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_071,
SWFSC,SWFSC_ORE_20230517_ADRIFT_072,SoundTrap_Recordings,"SoundTrap_5296,HTI_856163,HTI_856171",2023-05-17T18:13:55Z,2023-05-23T13:36:52Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-17T18:13:55Z,2023-05-23T13:36:52Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_072,
SWFSC,SWFSC_ORE_20230517_ADRIFT_073,SoundTrap_Recordings,"SoundTrap_5986,HTI_856159,HTI_856177",2023-05-17T18:38:28Z,2023-05-21T06:28:31Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-17T18:38:28Z,2023-05-21T06:28:31Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_073,
SWFSC,SWFSC_ORE_20230517_ADRIFT_074,SoundTrap_Recordings,"SoundTrap_5991,HTI_856136,HTI_856145",2023-05-17T18:58:57Z,2023-05-21T20:30:14Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-17T18:58:57Z,2023-05-21T20:30:14Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_074,
SWFSC,SWFSC_ORE_20230517_ADRIFT_075,SoundTrap_Recordings,"SoundTrap_5994,HTI_856138,HTI_856151",2023-05-17T19:25:22Z,2023-05-21T09:00:04Z,1350,1350,384,16,1,2,WAV,UTC,2023-05-17T19:25:22Z,2023-05-21T09:00:04Z,0.25,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_075,
SWFSC,SWFSC_ORE_20230717_ADRIFT_077,SoundTrap_Recordings,"SoundTrap_5986,HTI_856159,HTI_856177",2023-07-17T19:08:24Z,2023-07-21T08:34:54Z,360,360,384,16,1,2,WAV,UTC,2023-07-17T19:08:24Z,2023-07-21T08:34:54Z,0.15,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_077,
SWFSC,SWFSC_ORE_20230717_ADRIFT_078,SoundTrap_Recordings,"SoundTrap_5994,HTI_856138,HTI_856151",2023-07-17T20:03:06Z,2023-07-21T11:22:38Z,360,360,384,16,1,2,WAV,UTC,2023-07-17T20:03:06Z,2023-07-21T11:22:38Z,0.055,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_078,
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SoundTrap_Recordings,"SoundTrap_6664,HTI_856154,HTI_856170",2023-07-11T19:54:00Z,2023-07-16T16:24:02Z,360,360,384,16,1,2,WAV,UTC,2023-07-11T19:54:00Z,2023-07-16T16:24:02Z,0.2,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_079,
SWFSC,SWFSC_MBY_20230711_ADRIFT_080,SoundTrap_Recordings,"SoundTrap_6655,HTI_856165,HTI_856173",2023-07-11T20:42:00Z,2023-07-16T20:12:01Z,360,360,384,16,1,2,WAV,UTC,2023-07-11T20:42:00Z,2023-07-16T20:12:01Z,0.05,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_080,
SWFSC,SWFSC_MBY_20230711_ADRIFT_081,SoundTrap_Recordings,"SoundTrap_7517,HTI_856139,HTI_856148",2023-07-11T21:17:59Z,2023-07-16T17:42:02Z,360,360,384,16,1,2,WAV,UTC,2023-07-11T21:17:59Z,2023-07-16T17:42:02Z,0.25,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_081,
SWFSC,SWFSC_MBY_20230711_ADRIFT_082,SoundTrap_Recordings,"SoundTrap_7521,HTI_856137,HTI_856149",2023-07-11T21:54:00Z,2023-07-15T18:42:01Z,360,360,384,16,1,2,WAV,UTC,2023-07-11T21:54:00Z,2023-07-15T18:42:01Z,0.025,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_082,
SWFSC,SWFSC_MBY_20230711_ADRIFT_083,SoundTrap_Recordings,"SoundTrap_6665,HTI_856141,HTI_856144",2023-07-11T22:42:00Z,2023-07-16T17:18:01Z,360,360,384,16,1,2,WAV,UTC,2023-07-11T22:42:00Z,2023-07-16T17:18:01Z,0.025,192,GOOD,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_083,
SWFSC,SWFSC_ORE_20230804_ADRIFT_085,SoundTrap_Recordings,"SoundTrap_5296,HTI_856163,HTI_856171",2023-08-04T22:05:51Z,2023-08-11T02:37:32Z,360,360,384,16,1,2,WAV,UTC,2023-08-04T22:05:51Z,2023-08-11T02:37:32Z,0.075,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_085,
SWFSC,SWFSC_ORE_20230804_ADRIFT_086,SoundTrap_Recordings,"SoundTrap_5986,HTI_856159,HTI_856177",2023-08-04T22:41:21Z,2023-08-08T10:11:54Z,360,360,384,16,1,2,WAV,UTC,2023-08-04T22:41:21Z,2023-08-08T10:11:54Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_086,
SWFSC,SWFSC_ORE_20230804_ADRIFT_087,SoundTrap_Recordings,"SoundTrap_5994,HTI_856138,HTI_856151",2023-08-04T23:14:28Z,2023-08-08T11:44:44Z,360,360,384,16,1,2,WAV,UTC,2023-08-04T23:14:28Z,2023-08-08T11:44:44Z,0.04,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_087,
SWFSC,SWFSC_HUM_20230825_ADRIFT_088,SoundTrap_Recordings,"SoundTrap_5992,HTI_856155,HTI_856166",2023-08-25T17:29:58Z,2023-08-28T20:23:59Z,360,360,384,16,1,2,WAV,UTC,2023-08-25T17:29:58Z,2023-08-28T20:23:59Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_088,
SWFSC,SWFSC_HUM_20230825_ADRIFT_089,SoundTrap_Recordings,"SoundTrap_5990,HTI_856161,HTI_856176",2023-08-25T17:17:58Z,2023-08-26T18:23:58Z,360,360,384,16,1,2,WAV,UTC,2023-08-25T17:17:58Z,2023-08-26T18:23:58Z,0.05,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_089,
SWFSC,SWFSC_HUM_20230825_ADRIFT_090,SoundTrap_Recordings,"SoundTrap_5984,HTI_856156,HTI_856167",2023-08-25T17:41:58Z,2023-08-26T21:11:58Z,360,360,384,16,1,2,WAV,UTC,2023-08-25T17:41:58Z,2023-08-26T21:11:58Z,0.05,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_090,
SWFSC,SWFSC_HUM_20230825_ADRIFT_091,SoundTrap_Recordings,"SoundTrap_8025,HTI_856162,HTI_856168",2023-08-25T18:05:58Z,2023-08-28T21:29:59Z,360,360,288,16,1,2,WAV,UTC,2023-08-25T18:05:58Z,2023-08-28T21:29:59Z,0.05,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_091,
SWFSC,SWFSC_SFB_20230917_ADRIFT_092,SoundTrap_Recordings,"SoundTrap_6663,HTI_856157,HTI_856169",2023-09-17T17:42:00Z,2023-09-22T01:42:02Z,360,360,384,16,1,2,WAV,UTC,2023-09-17T17:42:00Z,2023-09-22T01:42:02Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_092,
SWFSC,SWFSC_HUM_20231005_ADRIFT_097,SoundTrap_Recordings,"SoundTrap_5992,HTI_856155,HTI_856166",2023-10-05T23:29:58Z,2023-10-06T23:23:58Z,360,360,384,16,1,2,WAV,UTC,2023-10-05T23:29:58Z,2023-10-06T23:23:58Z,0.075,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_097,
SWFSC,SWFSC_HUM_20231005_ADRIFT_098,SoundTrap_Recordings,"SoundTrap_5990,HTI_856161,HTI_856176",2023-10-05T23:29:58Z,2023-10-06T23:41:58Z,360,360,384,16,1,2,WAV,UTC,2023-10-05T23:29:58Z,2023-10-06T23:41:58Z,0.08,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_098,
SWFSC,SWFSC_HUM_20231005_ADRIFT_099,SoundTrap_Recordings,"SoundTrap_5984,HTI_856156,HTI_856167",2023-10-05T23:41:58Z,2023-10-06T23:53:58Z,360,360,384,16,1,2,WAV,UTC,2023-10-05T23:41:58Z,2023-10-06T23:53:58Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_099,
SWFSC,SWFSC_HUM_20231005_ADRIFT_100,SoundTrap_Recordings,"SoundTrap_8025,HTI_856162,HTI_856168",2023-10-05T23:53:58Z,2023-10-07T00:23:58Z,360,360,288,16,1,2,WAV,UTC,2023-10-05T23:53:58Z,2023-10-07T00:23:58Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_100,
SWFSC,SWFSC_MBY_20231106_ADRIFT_101,SoundTrap_Recordings,"SoundTrap_7932,HTI_856137,HTI_856149",2023-11-06T17:06:00Z,2023-11-10T18:18:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T17:06:00Z,2023-11-10T18:18:01Z,0.03,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_101,
SWFSC,SWFSC_MBY_20231106_ADRIFT_102,SoundTrap_Recordings,"SoundTrap_6667,HTI_856141,HTI_856144",2023-11-06T17:42:00Z,2023-11-10T19:48:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T17:42:00Z,2023-11-10T19:48:01Z,0.03,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_102,
SWFSC,SWFSC_MBY_20231106_ADRIFT_103,SoundTrap_Recordings,"SoundTrap_7939,HTI_856135,HTI_856147",2023-11-06T18:54:00Z,2023-11-10T20:54:00Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T18:54:00Z,2023-11-10T20:54:00Z,0.06,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_103,
SWFSC,SWFSC_MBY_20231106_ADRIFT_104,SoundTrap_Recordings,"SoundTrap_7930,HTI_856157,HTI_856169",2023-11-06T19:24:00Z,2023-11-10T22:48:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T19:24:00Z,2023-11-10T22:48:01Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_104,
SWFSC,SWFSC_MBY_20231106_ADRIFT_105,SoundTrap_Recordings,"SoundTrap_7951,HTI_856164,HTI_856175",2023-11-06T20:00:00Z,2023-11-10T22:00:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T20:00:00Z,2023-11-10T22:00:01Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_105,
SWFSC,SWFSC_MBY_20231106_ADRIFT_106,SoundTrap_Recordings,"SoundTrap_6663,HTI_856165,HTI_856173",2023-11-06T20:35:59Z,2023-11-10T22:18:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T20:35:59Z,2023-11-10T22:18:01Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_106,
SWFSC,SWFSC_MBY_20231106_ADRIFT_107,SoundTrap_Recordings,"SoundTrap_7934,HTI_856139,HTI_856148",2023-11-06T21:00:00Z,2023-11-10T20:24:01Z,360,360,384,16,1,2,WAV,UTC,2023-11-06T21:00:00Z,2023-11-10T20:24:01Z,0.25,192,COMPROMISED,,100,,,gs:/swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_107,
